id,reference_text,predicted_text,norm_reference_text,norm_predicted_text,wer,wil,substitutions,deletions,insertions,hits,audio_duration,transcription_time,metadata_uuid,model,dataset,dataset_split,engine
2184,"אני מכיר את הסיפור הזה מגוף ראשון, כי בדיוק בתקופה הזו הייתי בצבא,"," אני מכיר את הסיפור הזה מגוף ראשון, כי בדיוק בתקופה הזו הייתי בצבא.",אני מכיר את הסיפור הזה מגוף ראשון כי בדיוק בתקופה הזו הייתי בצבא,אני מכיר את הסיפור הזה מגוף ראשון כי בדיוק בתקופה הזו הייתי בצבא,0.0,0.0,0,0,0,13,3.86,3.275616540999181,gold_012_line_082,/Users/Shared/models/STT/ivrit-whisper-large-v3-mlx,upai-inc/saspeech,test,/Users/ofir/Projects/asr-training/engines/mlx_engine.py
2185,"ויד המקרה היא ששרתתי בדיוק בגוף שהיה אחראי על הסיפור הזה,",וידע מקרי ששירת איתי בדיוק בגוף שהיה אחראי על הסיפור הזה.,ויד המקרה היא ששרתתי בדיוק בגוף שהיה אחראי על הסיפור הזה,וידע מקרי ששירת איתי בדיוק בגוף שהיה אחראי על הסיפור הזה,0.36363636363636365,0.5950413223140496,4,0,0,7,3.874013605442177,2.8191201249974256,gold_012_line_083,/Users/Shared/models/STT/ivrit-whisper-large-v3-mlx,upai-inc/saspeech,test,/Users/ofir/Projects/asr-training/engines/mlx_engine.py
2186,המינהל האזרחי ביהודה ושומרון.,המינהל האזרחי ביהודה ושומרון,המינהל האזרחי ביהודה ושומרון,המינהל האזרחי ביהודה ושומרון,0.0,0.0,0,0,0,4,2.42,1.621396750000713,gold_012_line_084,/Users/Shared/models/STT/ivrit-whisper-large-v3-mlx,upai-inc/saspeech,test,/Users/ofir/Projects/asr-training/engines/mlx_engine.py
2187,"המינהל האזרחי, הגוף שהחליף את השלטון הצבאי אחרי הסכמי אוסלו והיה אמון על שטחי סי,"," המינהל האזרחי, הגוף שהחליף את השלטון הצבאי אחרי הסכמי אוסלו והיה אמון על שטחי C",המינהל האזרחי הגוף שהחליף את השלטון הצבאי אחרי הסכמי אוסלו והיה אמון על שטחי סי,המינהל האזרחי הגוף שהחליף את השלטון הצבאי אחרי הסכמי אוסלו והיה אמון על שטחי c,0.06666666666666667,0.12888888888888883,1,0,0,14,5.974013605442177,3.9557917499987525,gold_012_line_085,/Users/Shared/models/STT/ivrit-whisper-large-v3-mlx,upai-inc/saspeech,test,/Users/ofir/Projects/asr-training/engines/mlx_engine.py
2188,החליט לפתוח את האתר.,החליט לפתוח את האתר.,החליט לפתוח את האתר,החליט לפתוח את האתר,0.0,0.0,0,0,0,4,1.5599773242630386,1.0955863329982094,gold_012_line_086,/Users/Shared/models/STT/ivrit-whisper-large-v3-mlx,upai-inc/saspeech,test,/Users/ofir/Projects/asr-training/engines/mlx_engine.py
2189,וזו הייתה חתיכת אופרציה מסובכת.,וזו הייתה חתיכת אופרציה מסובכת.,וזו הייתה חתיכת אופרציה מסובכת,וזו הייתה חתיכת אופרציה מסובכת,0.0,0.0,0,0,0,5,2.1470068027210885,1.8933667919991422,gold_012_line_087,/Users/Shared/models/STT/ivrit-whisper-large-v3-mlx,upai-inc/saspeech,test,/Users/ofir/Projects/asr-training/engines/mlx_engine.py
2190,"אחרי הכל אנחנו מדברים על קו הגבול, על שטח צבאי סגור, שטח שמלא במוקשים שאף אחד כבר לא באמת יודע להגיד איפה הם."," אחרי הכל אנחנו מדברים על קו הגבול, על שטח צבאי סגור, שטח שמלא במוקשים שאף אחד כבר לא באמת יודע להגיד איפה הם.",אחרי הכל אנחנו מדברים על קו הגבול על שטח צבאי סגור שטח שמלא במוקשים שאף אחד כבר לא באמת יודע להגיד איפה הם,אחרי הכל אנחנו מדברים על קו הגבול על שטח צבאי סגור שטח שמלא במוקשים שאף אחד כבר לא באמת יודע להגיד איפה הם,0.0,0.0,0,0,0,23,7.3329931972789115,4.528556291999848,gold_012_line_088,/Users/Shared/models/STT/ivrit-whisper-large-v3-mlx,upai-inc/saspeech,test,/Users/ofir/Projects/asr-training/engines/mlx_engine.py
2191,איך פותחים דבר כזה לתנועה שוטפת של אוטובוסים מלאים בצליינים?,איך פותחים דבר כזה לתנועה שוטפת של אוטובוסים מלאים בצליינים?,איך פותחים דבר כזה לתנועה שוטפת של אוטובוסים מלאים בצליינים,איך פותחים דבר כזה לתנועה שוטפת של אוטובוסים מלאים בצליינים,0.0,0.0,0,0,0,10,3.694013605442177,3.0106817919986497,gold_012_line_089,/Users/Shared/models/STT/ivrit-whisper-large-v3-mlx,upai-inc/saspeech,test,/Users/ofir/Projects/asr-training/engines/mlx_engine.py
2192,"אבל אחרי הרבה מאוד מאמצים והמון המון בירוקרטיה ופוליטיקה וגם אינתיפאדה שנייה באמצע,",אבל אחרי הרבה מאוד מאמצים והמון המון בירוקרטיה ופוליטיקה וגם אינתיפאדה שנייה באמצע,אבל אחרי הרבה מאוד מאמצים והמון המון בירוקרטיה ופוליטיקה וגם אינתיפאדה שנייה באמצע,אבל אחרי הרבה מאוד מאמצים והמון המון בירוקרטיה ופוליטיקה וגם אינתיפאדה שנייה באמצע,0.0,0.0,0,0,0,13,5.86,3.9029556669993326,gold_012_line_090,/Users/Shared/models/STT/ivrit-whisper-large-v3-mlx,upai-inc/saspeech,test,/Users/ofir/Projects/asr-training/engines/mlx_engine.py
2193,"ועם הרבה מאוד דחיפה של המועצות האזוריות,",ועם הרבה מאוד דחיפה של המועצות האזוריות.,ועם הרבה מאוד דחיפה של המועצות האזוריות,ועם הרבה מאוד דחיפה של המועצות האזוריות,0.0,0.0,0,0,0,7,2.56,1.8204696669999976,gold_012_line_091,/Users/Shared/models/STT/ivrit-whisper-large-v3-mlx,upai-inc/saspeech,test,/Users/ofir/Projects/asr-training/engines/mlx_engine.py
2194,"בסופו של דבר, זה קרה.",בסופו של דבר זה קרה.,בסופו של דבר זה קרה,בסופו של דבר זה קרה,0.0,0.0,0,0,0,5,2.4,1.0642116250019171,gold_012_line_092,/Users/Shared/models/STT/ivrit-whisper-large-v3-mlx,upai-inc/saspeech,test,/Users/ofir/Projects/asr-training/engines/mlx_engine.py
2195,"ב-2011 אתר הטבילה המקורי, בדרום הנהר,"," ב-2011, אתר הטבילה המקורי בדרום הנהר",ב 2011 אתר הטבילה המקורי בדרום הנהר,ב 2011 אתר הטבילה המקורי בדרום הנהר,0.0,0.0,0,0,0,7,3.6870068027210885,2.2161638750003476,gold_012_line_093,/Users/Shared/models/STT/ivrit-whisper-large-v3-mlx,upai-inc/saspeech,test,/Users/ofir/Projects/asr-training/engines/mlx_engine.py
2196,"קצת לפני הנקודה שבה הירדן נשפך לים המלח,",קצת לפני הנקודה שבה הירדן נשפך לים המלח,קצת לפני הנקודה שבה הירדן נשפך לים המלח,קצת לפני הנקודה שבה הירדן נשפך לים המלח,0.0,0.0,0,0,0,8,3.0,2.205197125000268,gold_012_line_094,/Users/Shared/models/STT/ivrit-whisper-large-v3-mlx,upai-inc/saspeech,test,/Users/ofir/Projects/asr-training/engines/mlx_engine.py
2197,נפתח לציבור.,נפתח לציבור,נפתח לציבור,נפתח לציבור,0.0,0.0,0,0,0,2,1.1329931972789116,0.9446033750027709,gold_012_line_095,/Users/Shared/models/STT/ivrit-whisper-large-v3-mlx,upai-inc/saspeech,test,/Users/ofir/Projects/asr-training/engines/mlx_engine.py
2198,"אז מספר הצליינים שמגיעים לירדנית ירד משמעותית מאז… עוד פעם, אז מספר הצליינים לירדנית ירד משמעותית מאז שהתחילה התחרות מול אתר הטבילה המקורי."," אז מספר הצליינים שמגיעים לירדנית ירד משמעותית מאז עוד פעם, אז מספר הצליינים שמגיעים לירדנית ירד משמעותית מאז שהתחילה התחרות מול אתר הטבילה המקורי",אז מספר הצליינים שמגיעים לירדנית ירד משמעותית מאז עוד פעם אז מספר הצליינים לירדנית ירד משמעותית מאז שהתחילה התחרות מול אתר הטבילה המקורי,אז מספר הצליינים שמגיעים לירדנית ירד משמעותית מאז עוד פעם אז מספר הצליינים שמגיעים לירדנית ירד משמעותית מאז שהתחילה התחרות מול אתר הטבילה המקורי,0.043478260869565216,0.04166666666666663,0,0,1,23,10.18,23.428238957996655,gold_012_line_096,/Users/Shared/models/STT/ivrit-whisper-large-v3-mlx,upai-inc/saspeech,test,/Users/ofir/Projects/asr-training/engines/mlx_engine.py
2199,"אבל, בזכות המסחור הכבד של הירדנית, הקיבוצינקים מכינרת מצליחים לשמור על הכנסות של לפחות עשרה מיליון דולרים בשנה,"," אבל בזכות המסחור הכבד של הירדנית, הקיבוצים מכנרת מצליחים לשמור על הכנסות של לפחות 10 מיליון דולרים בשנה.",אבל בזכות המסחור הכבד של הירדנית הקיבוצינקים מכינרת מצליחים לשמור על הכנסות של לפחות עשרה מיליון דולרים בשנה,אבל בזכות המסחור הכבד של הירדנית הקיבוצים מכנרת מצליחים לשמור על הכנסות של לפחות 10 מיליון דולרים בשנה,0.16666666666666666,0.30555555555555547,3,0,0,15,8.072993197278912,4.670110625000234,gold_012_line_097,/Users/Shared/models/STT/ivrit-whisper-large-v3-mlx,upai-inc/saspeech,test,/Users/ofir/Projects/asr-training/engines/mlx_engine.py
2200,"כך לפחות לפי יונתן בוברוב,",כך לפחות לפי יונתן בוברוב.,כך לפחות לפי יונתן בוברוב,כך לפחות לפי יונתן בוברוב,0.0,0.0,0,0,0,5,2.1470068027210885,1.8180119169992395,gold_012_line_098,/Users/Shared/models/STT/ivrit-whisper-large-v3-mlx,upai-inc/saspeech,test,/Users/ofir/Projects/asr-training/engines/mlx_engine.py
2201,"כי כל צליין שכן בוחר להגיע לירדנית, מוציא שם היום יותר כסף מבעבר.",כי כל צליין שכן בוחר להגיע לירדנית מוציא שם היום יותר כסף מבעבר.,כי כל צליין שכן בוחר להגיע לירדנית מוציא שם היום יותר כסף מבעבר,כי כל צליין שכן בוחר להגיע לירדנית מוציא שם היום יותר כסף מבעבר,0.0,0.0,0,0,0,13,5.187006802721088,2.6471715410007164,gold_012_line_099,/Users/Shared/models/STT/ivrit-whisper-large-v3-mlx,upai-inc/saspeech,test,/Users/ofir/Projects/asr-training/engines/mlx_engine.py
2202,"והסכום הזה אגב, עשרה מיליון דולר, גבוה אהמ…"," והסכום הזה אגב, 10 מיליון דולר, גבוה...",והסכום הזה אגב עשרה מיליון דולר גבוה אהמ,והסכום הזה אגב 10 מיליון דולר גבוה,0.25,0.3571428571428572,1,1,0,6,3.5329931972789117,1.8256023750000168,gold_012_line_100,/Users/Shared/models/STT/ivrit-whisper-large-v3-mlx,upai-inc/saspeech,test,/Users/ofir/Projects/asr-training/engines/mlx_engine.py
2203,גבוה יותר מההכנסות שעושים אתרי התיירות הישראלים הפופולריים ביותר.,גבוה יותר מההכנסות שעושים אתרי התיירות הישראלים הפופולריים ביותר.,גבוה יותר מההכנסות שעושים אתרי התיירות הישראלים הפופולריים ביותר,גבוה יותר מההכנסות שעושים אתרי התיירות הישראלים הפופולריים ביותר,0.0,0.0,0,0,0,9,4.48,2.409674457998335,gold_012_line_101,/Users/Shared/models/STT/ivrit-whisper-large-v3-mlx,upai-inc/saspeech,test,/Users/ofir/Projects/asr-training/engines/mlx_engine.py
2204,"קיסריה, מצדה, כל אחד מהם מכניס פחות כל שנה."," קיסריה, מצדה, כל אחד מהם מכניס פחות כל שנה.",קיסריה מצדה כל אחד מהם מכניס פחות כל שנה,קיסריה מצדה כל אחד מהם מכניס פחות כל שנה,0.0,0.0,0,0,0,9,4.374013605442177,2.1737535409993143,gold_012_line_102,/Users/Shared/models/STT/ivrit-whisper-large-v3-mlx,upai-inc/saspeech,test,/Users/ofir/Projects/asr-training/engines/mlx_engine.py
2205,למעשה שניהם ביחד מגיעים בערך לאותן ההכנסות של הירדנית,למעשה שניהם ביחד מגיעים בערך לאותן ההכנסות של הירדנית.,למעשה שניהם ביחד מגיעים בערך לאותן ההכנסות של הירדנית,למעשה שניהם ביחד מגיעים בערך לאותן ההכנסות של הירדנית,0.0,0.0,0,0,0,9,4.78,2.283315666998533,gold_012_line_103,/Users/Shared/models/STT/ivrit-whisper-large-v3-mlx,upai-inc/saspeech,test,/Users/ofir/Projects/asr-training/engines/mlx_engine.py
2206,"ואם זה עובד להם, נשאלת רק השאלה, למה זה לא קורה באתר הטבילה המקורי?"," ואם זה עובד להם, נשאלת רק השאלה למה זה לא קורה באתר הטבילה המקורי?",ואם זה עובד להם נשאלת רק השאלה למה זה לא קורה באתר הטבילה המקורי,ואם זה עובד להם נשאלת רק השאלה למה זה לא קורה באתר הטבילה המקורי,0.0,0.0,0,0,0,14,5.014013605442177,3.0613311670022085,gold_012_line_104,/Users/Shared/models/STT/ivrit-whisper-large-v3-mlx,upai-inc/saspeech,test,/Users/ofir/Projects/asr-training/engines/mlx_engine.py
2207,למה אף אחד לא מפתח אותו כמו שצריך?,למה אף אחד לא מפתח אותו כמו שצריך?,למה אף אחד לא מפתח אותו כמו שצריך,למה אף אחד לא מפתח אותו כמו שצריך,0.0,0.0,0,0,0,8,2.72,1.806636499997694,gold_012_line_105,/Users/Shared/models/STT/ivrit-whisper-large-v3-mlx,upai-inc/saspeech,test,/Users/ofir/Projects/asr-training/engines/mlx_engine.py
2208,למה הצליינים שמגיעים לשם צריכים להסתפק במקלחות עץ ובשמש היוקדת של בקעת הירדן?,למה הצליינים שמגיעים לשם צריכים להסתפק במקלחות עץ ובשמש היוקדת של בקעת הירדן?,למה הצליינים שמגיעים לשם צריכים להסתפק במקלחות עץ ובשמש היוקדת של בקעת הירדן,למה הצליינים שמגיעים לשם צריכים להסתפק במקלחות עץ ובשמש היוקדת של בקעת הירדן,0.0,0.0,0,0,0,13,5.78,3.5263970410014736,gold_012_line_106,/Users/Shared/models/STT/ivrit-whisper-large-v3-mlx,upai-inc/saspeech,test,/Users/ofir/Projects/asr-training/engines/mlx_engine.py
2209,"ולמה כל יום בשלוש בצהריים האתר נסגר, גדר המערכת ננעלת והמקום שוב הופך להיות שטח צבאי סגור עד לבוקר המחרת?"," ולמה כל יום בשלוש בצהריים האתר נסגר, גדר המערכת ננעלת והמקום שוב הופך להיות שטח צבאי סגור עד לבוקר המחרת?",ולמה כל יום בשלוש בצהריים האתר נסגר גדר המערכת ננעלת והמקום שוב הופך להיות שטח צבאי סגור עד לבוקר המחרת,ולמה כל יום בשלוש בצהריים האתר נסגר גדר המערכת ננעלת והמקום שוב הופך להיות שטח צבאי סגור עד לבוקר המחרת,0.0,0.0,0,0,0,20,8.307006802721089,5.0299897079967195,gold_012_line_107,/Users/Shared/models/STT/ivrit-whisper-large-v3-mlx,upai-inc/saspeech,test,/Users/ofir/Projects/asr-training/engines/mlx_engine.py
2210,ולמה למרות ידיעות על כך שאחרון המוקשים פונה מהאזור עדיין אפשר לראות שם שלטי זהירות מוקשים בכל מקום?," ולמה למרות ידיעות על כך שאחרון המוקשים פונה מהאזור, עדיין אפשר לראות שם שלטי זהירות מוקשים בכל מקום?",ולמה למרות ידיעות על כך שאחרון המוקשים פונה מהאזור עדיין אפשר לראות שם שלטי זהירות מוקשים בכל מקום,ולמה למרות ידיעות על כך שאחרון המוקשים פונה מהאזור עדיין אפשר לראות שם שלטי זהירות מוקשים בכל מקום,0.0,0.0,0,0,0,18,6.66,4.164989916000195,gold_012_line_108,/Users/Shared/models/STT/ivrit-whisper-large-v3-mlx,upai-inc/saspeech,test,/Users/ofir/Projects/asr-training/engines/mlx_engine.py
2211,"יש מי שהיו רוצים להרים את הכפפה הזו, המועצות האזוריות שבשטחן נמצא אתר הטבילה המקורי."," יש מי שהיו רוצים להרים את הכפפה הזו, המועצות האזוריות, שבשטחן נמצא אתר התבילה המקורי.",יש מי שהיו רוצים להרים את הכפפה הזו המועצות האזוריות שבשטחן נמצא אתר הטבילה המקורי,יש מי שהיו רוצים להרים את הכפפה הזו המועצות האזוריות שבשטחן נמצא אתר התבילה המקורי,0.06666666666666667,0.12888888888888883,1,0,0,14,5.6670068027210885,3.6610494580017985,gold_012_line_109,/Users/Shared/models/STT/ivrit-whisper-large-v3-mlx,upai-inc/saspeech,test,/Users/ofir/Projects/asr-training/engines/mlx_engine.py
2212,הן סבורות שהוא עדיין לא מממש את מלוא הפוטנציאל שלו.,הן סבורות שהוא עדיין לא מממש את מלוא הפוטנציאל שלו.,הן סבורות שהוא עדיין לא מממש את מלוא הפוטנציאל שלו,הן סבורות שהוא עדיין לא מממש את מלוא הפוטנציאל שלו,0.0,0.0,0,0,0,10,3.56,1.9320320409970009,gold_012_line_110,/Users/Shared/models/STT/ivrit-whisper-large-v3-mlx,upai-inc/saspeech,test,/Users/ofir/Projects/asr-training/engines/mlx_engine.py
2213,"הן היו רוצות לקבל את האתר לאחריותן בשביל למסחר אותו מסחור הגון,",הן היו רוצות לקבל את האתר לאחריותן בשביל למסחר אותו מסחור הגון.,הן היו רוצות לקבל את האתר לאחריותן בשביל למסחר אותו מסחור הגון,הן היו רוצות לקבל את האתר לאחריותן בשביל למסחר אותו מסחור הגון,0.0,0.0,0,0,0,12,4.54,2.285928666999098,gold_012_line_111,/Users/Shared/models/STT/ivrit-whisper-large-v3-mlx,upai-inc/saspeech,test,/Users/ofir/Projects/asr-training/engines/mlx_engine.py
2214,"כמו שעשו בירדנית, אולי אפילו יותר."," כמו שעשו בירדנית, אולי אפילו יותר.",כמו שעשו בירדנית אולי אפילו יותר,כמו שעשו בירדנית אולי אפילו יותר,0.0,0.0,0,0,0,6,2.4,1.3773875840015535,gold_012_line_112,/Users/Shared/models/STT/ivrit-whisper-large-v3-mlx,upai-inc/saspeech,test,/Users/ofir/Projects/asr-training/engines/mlx_engine.py
2215,"התשובה לשאלה הזו, למה זה לא קורה, נעוצה ביחסי הכוחות בין הכלכלה לפוליטיקה."," התשובה לשאלה הזו, למה זה לא קורה, נעוצה ביחסי הכוחות בין הכלכלה לפוליטיקה.",התשובה לשאלה הזו למה זה לא קורה נעוצה ביחסי הכוחות בין הכלכלה לפוליטיקה,התשובה לשאלה הזו למה זה לא קורה נעוצה ביחסי הכוחות בין הכלכלה לפוליטיקה,0.0,0.0,0,0,0,13,5.44,3.1562771249991783,gold_012_line_113,/Users/Shared/models/STT/ivrit-whisper-large-v3-mlx,upai-inc/saspeech,test,/Users/ofir/Projects/asr-training/engines/mlx_engine.py
2216,"כי עם כל הכבוד לכסף, במקרה של אתר הטבילה, הפוליטיקה גוברת."," כי עם כל הכבוד לכסף, במקרה של אתר הטבילה, הפוליטיקה גוברת.",כי עם כל הכבוד לכסף במקרה של אתר הטבילה הפוליטיקה גוברת,כי עם כל הכבוד לכסף במקרה של אתר הטבילה הפוליטיקה גוברת,0.0,0.0,0,0,0,11,4.84,2.8564680829986173,gold_012_line_114,/Users/Shared/models/STT/ivrit-whisper-large-v3-mlx,upai-inc/saspeech,test,/Users/ofir/Projects/asr-training/engines/mlx_engine.py
2217,"זה מה שקורה כשמדינה יהודית שולטת באתר הנוצרי מהחשובים ביותר,",זה מה שקורה כשמדינה יהודית שולטת באתר הנוצרים מהחשובים ביותר,זה מה שקורה כשמדינה יהודית שולטת באתר הנוצרי מהחשובים ביותר,זה מה שקורה כשמדינה יהודית שולטת באתר הנוצרים מהחשובים ביותר,0.1,0.18999999999999995,1,0,0,9,4.18,2.34873824999886,gold_012_line_115,/Users/Shared/models/STT/ivrit-whisper-large-v3-mlx,upai-inc/saspeech,test,/Users/ofir/Projects/asr-training/engines/mlx_engine.py
2218,בתוך תא השטח שהרשות הפלסטינית רואה בו שטח כבוש.,בתוך תא שטח שהרשות הפלסטינית רואה בו שטח כבוש.,בתוך תא השטח שהרשות הפלסטינית רואה בו שטח כבוש,בתוך תא שטח שהרשות הפלסטינית רואה בו שטח כבוש,0.1111111111111111,0.2098765432098766,1,0,0,8,3.345986394557823,1.9633815830020467,gold_012_line_116,/Users/Shared/models/STT/ivrit-whisper-large-v3-mlx,upai-inc/saspeech,test,/Users/ofir/Projects/asr-training/engines/mlx_engine.py
2219,"וכל זה כשמדינת ירדן, שהיחסים איתה מתוחים ורגישים מאוד,",וכל זה כשמדינת ירדן שהיחסים איתה מתוחים ורגישים מאוד,וכל זה כשמדינת ירדן שהיחסים איתה מתוחים ורגישים מאוד,וכל זה כשמדינת ירדן שהיחסים איתה מתוחים ורגישים מאוד,0.0,0.0,0,0,0,9,4.14,2.039629667000554,gold_012_line_117,/Users/Shared/models/STT/ivrit-whisper-large-v3-mlx,upai-inc/saspeech,test,/Users/ofir/Projects/asr-training/engines/mlx_engine.py
2220,"טוענת בכלל שאתר התבילה המקורי המקורי נמצא בשטחה, בצד המזרחי של הנהר",טוענת בכלל שאתר הדבילה המקורי המקורי נמצא בשטחה בצד המזרחי של הנהר,טוענת בכלל שאתר התבילה המקורי המקורי נמצא בשטחה בצד המזרחי של הנהר,טוענת בכלל שאתר הדבילה המקורי המקורי נמצא בשטחה בצד המזרחי של הנהר,0.08333333333333333,0.15972222222222232,1,0,0,11,5.192993197278912,2.8690648340016196,gold_012_line_118,/Users/Shared/models/STT/ivrit-whisper-large-v3-mlx,upai-inc/saspeech,test,/Users/ofir/Projects/asr-training/engines/mlx_engine.py
2221,"ומתרגזת בכל פעם, ומתרגזת מאוד בכל פעם שישראל טוענת אחרת."," ומתרגזת בכל פעם, ומתרגזת מאוד בכל פעם שישראל טוענת אחרת.",ומתרגזת בכל פעם ומתרגזת מאוד בכל פעם שישראל טוענת אחרת,ומתרגזת בכל פעם ומתרגזת מאוד בכל פעם שישראל טוענת אחרת,0.0,0.0,0,0,0,10,5.132993197278911,2.4396181249976507,gold_012_line_119,/Users/Shared/models/STT/ivrit-whisper-large-v3-mlx,upai-inc/saspeech,test,/Users/ofir/Projects/asr-training/engines/mlx_engine.py
2222,"והתוצאה, האינטרסים הכלכליים מפנים את המקום לאינטרסים הפוליטיים,",והתוצאה האינטרסים הכלכליים מפנים את המקום לאינטרסים הפוליטיים,והתוצאה האינטרסים הכלכליים מפנים את המקום לאינטרסים הפוליטיים,והתוצאה האינטרסים הכלכליים מפנים את המקום לאינטרסים הפוליטיים,0.0,0.0,0,0,0,8,4.3,2.722418083001685,gold_012_line_120,/Users/Shared/models/STT/ivrit-whisper-large-v3-mlx,upai-inc/saspeech,test,/Users/ofir/Projects/asr-training/engines/mlx_engine.py
2223,"ומה שהיה יכול להיות מפותח יותר ומניב יותר כסף,",ומה שהיה יכול להיות מפותח יותר ומניב יותר כסף,ומה שהיה יכול להיות מפותח יותר ומניב יותר כסף,ומה שהיה יכול להיות מפותח יותר ומניב יותר כסף,0.0,0.0,0,0,0,9,3.0929931972789118,1.973553208001249,gold_012_line_121,/Users/Shared/models/STT/ivrit-whisper-large-v3-mlx,upai-inc/saspeech,test,/Users/ofir/Projects/asr-training/engines/mlx_engine.py
2224,נשאר אתר די ספרטני בשביל לא לטלטל יותר מדי אהמ… בשביל לא לטלטל יותר מדי את הסטטוס קוו.,נשאר אתר די ספרטני בשביל לא לטלטל יותר מדי בשביל לא לטלטל יותר מדי את הסטטוס קוו,נשאר אתר די ספרטני בשביל לא לטלטל יותר מדי אהמ בשביל לא לטלטל יותר מדי את הסטטוס קוו,נשאר אתר די ספרטני בשביל לא לטלטל יותר מדי בשביל לא לטלטל יותר מדי את הסטטוס קוו,0.05555555555555555,0.05555555555555558,0,1,0,17,6.867006802721089,3.2198942089999036,gold_012_line_122,/Users/Shared/models/STT/ivrit-whisper-large-v3-mlx,upai-inc/saspeech,test,/Users/ofir/Projects/asr-training/engines/mlx_engine.py
2225,שאלנו אגב את רשות הטבע והגנים לגבי העניין הזה וההסבר שלהם קצת שונה.,שאלנו אגב את רשות הטבע והגנים לגבי העניין הזה וההסבר שלהם קצת שונה,שאלנו אגב את רשות הטבע והגנים לגבי העניין הזה וההסבר שלהם קצת שונה,שאלנו אגב את רשות הטבע והגנים לגבי העניין הזה וההסבר שלהם קצת שונה,0.0,0.0,0,0,0,13,4.68,2.5687906669991207,gold_012_line_123,/Users/Shared/models/STT/ivrit-whisper-large-v3-mlx,upai-inc/saspeech,test,/Users/ofir/Projects/asr-training/engines/mlx_engine.py
2226,"למה הם לא ממסחרים את אתר התבילה? כי זה מקום קדוש הם אומרים, זה לא מתאים, זה כמו למסחר את הכותל."," למה הם לא ממסחרים את אתר הטבילה? כי זה מקום קדוש, הם אומרים, זה לא מתאים. זה כמו למסחר את הכותל.",למה הם לא ממסחרים את אתר התבילה כי זה מקום קדוש הם אומרים זה לא מתאים זה כמו למסחר את הכותל,למה הם לא ממסחרים את אתר הטבילה כי זה מקום קדוש הם אומרים זה לא מתאים זה כמו למסחר את הכותל,0.047619047619047616,0.09297052154195018,1,0,0,20,6.665986394557823,3.7391106670002046,gold_012_line_124,/Users/Shared/models/STT/ivrit-whisper-large-v3-mlx,upai-inc/saspeech,test,/Users/ofir/Projects/asr-training/engines/mlx_engine.py
2227,"לפני שסיימתי את השיחה איתו, שאלתי את ליאור חן אם יש משהו שחשוב לו להגיד משהו שלא שאלתי אותו במהלך השיחה."," לפני שסיימתי את השיחה איתו, שאלתי את ליאור חן אם יש משהו שחשוב לו להגיד, משהו שלא שאלתי אותו במהלך השיחה.",לפני שסיימתי את השיחה איתו שאלתי את ליאור חן אם יש משהו שחשוב לו להגיד משהו שלא שאלתי אותו במהלך השיחה,לפני שסיימתי את השיחה איתו שאלתי את ליאור חן אם יש משהו שחשוב לו להגיד משהו שלא שאלתי אותו במהלך השיחה,0.0,0.0,0,0,0,21,6.605986394557823,4.03657666700019,gold_012_line_125,/Users/Shared/models/STT/ivrit-whisper-large-v3-mlx,upai-inc/saspeech,test,/Users/ofir/Projects/asr-training/engines/mlx_engine.py
2228,"במילים אחרות, זה נכון שישו ככל הנראה מעולם לא טבל בירדנית."," במילים אחרות, זה נכון שישו ככל הנראה מעולם לא טבל בירדנית,",במילים אחרות זה נכון שישו ככל הנראה מעולם לא טבל בירדנית,במילים אחרות זה נכון שישו ככל הנראה מעולם לא טבל בירדנית,0.0,0.0,0,0,0,11,4.794013605442177,2.3694327079974755,gold_012_line_126,/Users/Shared/models/STT/ivrit-whisper-large-v3-mlx,upai-inc/saspeech,test,/Users/ofir/Projects/asr-training/engines/mlx_engine.py
2229,"אבל מרגע שמדינת ישראל והקיבוציניקים מכינרת פתחו את הירדנית ויצרו בה חוויה תנ""כית, מטהרת, רוחנית, זה בכלל לא חשוב."," אבל מרגע שמדינת ישראל והקיבוצניקים מכנרת פתחו את הירדנית ויצרו בה חוויה תנכית, מטהרת, רוחנית, זה בכלל לא חשוב.",אבל מרגע שמדינת ישראל והקיבוציניקים מכינרת פתחו את הירדנית ויצרו בה חוויה תנכית מטהרת רוחנית זה בכלל לא חשוב,אבל מרגע שמדינת ישראל והקיבוצניקים מכנרת פתחו את הירדנית ויצרו בה חוויה תנכית מטהרת רוחנית זה בכלל לא חשוב,0.10526315789473684,0.19944598337950137,2,0,0,17,8.192993197278911,4.565304499999911,gold_012_line_127,/Users/Shared/models/STT/ivrit-whisper-large-v3-mlx,upai-inc/saspeech,test,/Users/ofir/Projects/asr-training/engines/mlx_engine.py
2230,"כי אחרי הכל, כל המקומות הקדושים, אותנטיים יותר או פחות."," כי אחרי הכל, כל המקומות הקדושים אותנטיים יותר או פחות.",כי אחרי הכל כל המקומות הקדושים אותנטיים יותר או פחות,כי אחרי הכל כל המקומות הקדושים אותנטיים יותר או פחות,0.0,0.0,0,0,0,10,4.125986394557823,2.1735784579977917,gold_012_line_128,/Users/Shared/models/STT/ivrit-whisper-large-v3-mlx,upai-inc/saspeech,test,/Users/ofir/Projects/asr-training/engines/mlx_engine.py
